imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
0,,,,,,,,,,,,,,,,,,,,,,,,,
tt0113026,0.0,/vMFs7nw6P0bIV1jDsQpxAieAVnH.jpg,,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,62127.0,en,The Fantasticks,Two rural teens sing and dance their way through a forbidden romance and a dangerous travelling carnival.,2.491,/hfO64mXz3DgUxkBVU7no2UWRP7x.jpg,"[{'id': 51207, 'logo_path': None, 'name': 'Sullivan Street Productions', 'origin_country': ''}, {'id': 51208, 'logo_path': None, 'name': 'Michael Ritchie Productions', 'origin_country': ''}, {'id': 51209, 'logo_path': None, 'name': 'Radmin Company, The', 'origin_country': ''}, {'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-09-22,0.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Try to remember the first time magic happened,The Fantasticks,0.0,5.4,21.0,
tt0113092,0.0,,,0.0,"[{'id': 878, 'name': 'Science Fiction'}]",,110977.0,en,For the Cause,Earth is in a state of constant war and two colonies of humans have been sent to a far away world. The colonists create a new civilization but have inherited the worst traits of their forebears and war breaks out leaving the new cities in ruins. It falls to a bunch of teens to bring peace to the colony - but will they?,1.974,/h9bWO13nWRGZJo4XVPiElXyrRMU.jpg,"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 12816, 'logo_path': None, 'name': 'Grand Design Entertainment', 'origin_country': ''}, {'id': 9077, 'logo_path': None, 'name': 'Martien Holdings A.V.V.', 'origin_country': ''}, {'id': 925, 'logo_path': '/dIb9hjXNOkgxu4kBWdIdK8nM4w.png', 'name': 'Nu Image', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-11-15,0.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The ultimate showdown on a forbidden planet.,For the Cause,0.0,4.4,7.0,
tt0116391,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,442869.0,hi,Gang,"After falling prey to underworld, four friends jeopardise their personal lives with point of no return.",1.341,/yB5wRu4uyXXwZA3PEj8cITu0xt3.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2000-04-14,0.0,152.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Gang,0.0,0.0,0.0,
tt0118694,0.0,/n4GJFGzsc7NinI1VeGDXIcQjtU2.jpg,,150000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.wkw-inthemoodforlove.com/,843.0,cn,花樣年華,"Hong Kong, 1962: Chow Mo-Wan and Su Li-Zhen move into neighboring apartments on the same day. Their encounters are formal and polite—until a discovery about their spouses creates an intimate bond between them.",22.411,/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg,"[{'id': 539, 'logo_path': None, 'name': 'Block 2 Pictures', 'origin_country': ''}, {'id': 540, 'logo_path': None, 'name': 'Jet Tone Production', 'origin_country': ''}, {'id': 148854, 'logo_path': None, 'name': 'Orly Films', 'origin_country': ''}, {'id': 148855, 'logo_path': None, 'name': 'Paradis Films', 'origin_country': ''}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",2000-09-29,12854953.0,99.0,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"Feel the heat, keep the feeling burning, let the sensation explode.",In the Mood for Love,0.0,8.1,1868.0,PG
tt0118852,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}]",,49511.0,en,Chinese Coffee,"When Harry Levine, an aging, unsuccessful Greenwich Village writer is fired from his job as restaurant doorman, he calls on friend and mentor Jake, ostensibly to collect a long-standing debt. Harry solicits his opinion on his latest manuscript, a work of semi-fiction based on their longtime friendship. Although he initially denies having read it, Jake later attacks it on aesthetic grounds, and deep-seated feelings of betrayal and jealousy surface and lead to a traumatic confrontation.",4.889,/s6yQFnJohmvdkbeHbx6fFOTpYwR.jpg,"[{'id': 67930, 'logo_path': None, 'name': 'Chal Productions', 'origin_country': ''}, {'id': 1596, 'logo_path': None, 'name': 'Shooting Gallery', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-09-02,0.0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There's a fine line between friendship and betrayal.,Chinese Coffee,0.0,6.9,46.0,R
tt0119273,0.0,/fClJrAmJQ90zg9gWnfHVYSMiDTv.jpg,"{'id': 141086, 'name': 'Heavy Metal Collection', 'poster_path': '/tgPpYcsjSo1DK0wublqYItYDwSW.jpg', 'backdrop_path': '/a1NcY68x4anUpE8MeNhbEj8KKuM.jpg'}",15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,16225.0,en,Heavy Metal 2000,"Upon discovery of a shard of what could be the Loc-Nar, a miner named Tyler becomes possessed with an insatiable hunger for power and a thirst for immortality. On his way to the planet of youth, Tyler wipes out most of a space colony and kidnaps a beautiful young woman. His only mistake is that he doesn't kill her sister, Julie, who then sets out on a mission of rescue and revenge.",15.336,/mzOgKYOXiuwE5DIfagFs34bOb3J.jpg,"[{'id': 2216, 'logo_path': None, 'name': 'Helkon Media', 'origin_country': 'DE'}, {'id': 15546, 'logo_path': None, 'name': 'Cine Groupe', 'origin_country': ''}, {'id': 91006, 'logo_path': None, 'name': 'Das Werk Productions', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2000-04-19,0.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,not to survive the fight in the external world without inner strength,Heavy Metal 2000,0.0,6.1,149.0,R
tt0119495,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,51181.0,en,Love 101,Study hard.,0.6000000000000001,/42dUuv3lVaJe7wubwJhorWul3HI.jpg,[],[],2000-08-24,0.0,86.0,[],Released,,Love 101,0.0,0.0,0.0,R
tt0119806,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,85920.0,en,Nothing Sacred,"Three longtime pals live in San Francisco: Darin is married to Natalie, but their family life is too still and Darin is not happy about it, Matt is ladies' magnet but tired of it, trying to get something stable from his relationships, and goofy Kevin doesn't have any success with women at all. Darin starts an affair with his friend's wife Maxine and Matt falls deeply in love with a woman he has seen once.",0.6000000000000001,/zunFOl8mNIICL4I9A0gvgOcxVhE.jpg,[],[],2000-11-09,0.0,98.0,[],Released,,Nothing Sacred,0.0,0.0,0.0,
tt0120202,0.0,/cB5pWAxTRa3hGL9kK1R3wjQATk2.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.newline.com/properties/stateandmain.html,21991.0,en,State and Main,A movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz.,7.105,/348hvpWeSGdAQlCrGvKbpC0FpQN.jpg,"[{'id': 8, 'logo_path': '/78ilmDNTpdCfsakrsLqmAUkFTrO.png', 'name': 'Fine Line Features', 'origin_country': ''}, {'id': 21760, 'logo_path': None, 'name': 'Filmtown Entertainment Group', 'origin_country': ''}, {'id': 23034, 'logo_path': None, 'name': 'El Dorado Pictures', 'origin_country': ''}, {'id': 53672, 'logo_path': None, 'name': 'Green/Renzi', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-08-26,0.0,102.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Big movie. Small town. Huge trouble.,State and Main,0.0,6.4,162.0,
