imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
0,,,,,,,,,,,,,,,,,,,,,,,,,
tt0120607,0.0,,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,584762.0,en,Between The Sheets,A romantic comedy about an actor and an actress who fake a real life relationship in order to get publicity for a movie that they both star in.,1.464,/mKY2gAjy0NMvvgJDrVBHiy9Ua3q.jpg,"[{'id': 115269, 'logo_path': None, 'name': 'Stoneface Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-02-11,0.0,102.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Between The Sheets,0.0,0.0,0.0,
tt0135991,0.0,,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",,140359.0,en,Dominator,"After a civil war in Hell, Lucifer has been defeated and the Key to Hell is in Lord Desecrater's grasp. However, the rebellious Dominator has his own thoughts and keeps the Key to Hell away from Lord Desecrater and is forced to fight off his forces including three other demons - Decimator, Extricator and Lady Violator.",1.8250000000000002,/xPwmNtKehHUwZoWzkD5PIGKIiYa.jpg,"[{'id': 158808, 'logo_path': None, 'name': 'Renga Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2003-03-03,0.0,77.0,[],Released,Anyone who says Rock 'n' Roll is dead - WILL be!,Dominator,0.0,1.5,2.0,
tt0138524,0.0,/x1BTLDDijvms3Yi9NZoxxniTDGA.jpg,,60000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,11775.0,en,Intolerable Cruelty,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,14.144,/7K8hDwOWsZv0MluyrB8nWlhJOgB.jpg,"[{'id': 2092, 'logo_path': None, 'name': 'Mike Zoss Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 23, 'logo_path': '/mkxNjThahj5pvntvYKVpMbWXm3D.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}, {'id': 6556, 'logo_path': None, 'name': 'Alphaville Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-09-02,119940815.0,100.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They can't keep their hands off each others assets.,Intolerable Cruelty,0.0,6.0,1164.0,PG-13
tt0140806,0.0,,,0.0,[],,281573.0,en,American Reel,The story of an overnight success - twenty years in the making...,0.6000000000000001,/2Pvo7hrzKTPmnXUKDngq1gHgtxM.jpg,[],[],1999-01-01,0.0,,[],Released,,American Reel,0.0,0.0,0.0,
tt0142634,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,80346.0,en,Nobody Knows Anything!,"An aspiring filmmaker learns that success in Hollywood doesn't come as easy as she suspected as she attempts to discover the formula to success. When the guidance of her helpful has-been uncle fails to pave the way, Sarah Wilder must seek the advice of such Hollywood heavies as Mike Meyers, Ben Stiller, and Fred Willard -- only to discover that the old adage is true and Nobody Knows Anything about how to succeed in the cutthroat world of Los Angeles.",6.314,/cIVLP2fwsRbjU5kNL1W0rjp4QRM.jpg,"[{'id': 24946, 'logo_path': None, 'name': 'west wind entertainment', 'origin_country': ''}, {'id': 9154, 'logo_path': None, 'name': 'Echelon Studios', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-08-24,0.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Nobody Knows Anything!,0.0,3.2,16.0,R
tt0156100,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,206710.0,de,St. Andrew's Girls,"A small town is struck by scandal when Jennifer Walsh, a troubled teenager takes her own life. But things aren't always what they seem. In the weeks before her death, Jennifer is thrown into detention with a twisted trio of ""bad girls,"" the moral rejects of an oppressive educational system at St. Andrew's Catholic High School. These outcasts quickly form a strange bond, but the delicate balance of their friendship is threatened after Jennifer uncovers one of the girl's criminal activities. When the girl learns that Jennifer has a secret of her own, all Hell breaks loose.",1.415,/qFzM7XjIn2XSTsVo10ieoASEujE.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-08-27,0.0,79.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Somebody's gonna get kilt!,St. Andrew's Girls,0.0,0.0,0.0,
tt0157191,0.0,/fawdSMG9xBZQVsgMiU4MbSIl4es.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,25665.0,en,One Last Dance,"In the wake of tragedy, a renowed New York dance company is on the brink of collapse. After leaving the dance world for good, Travis, Chrissa, and Max are pulled in to resurrect the dance that shattered their careers. They have one last chance to save the company, re-connect with the passion and magic, and prove that miracles really can happen.",6.929,/qoowMfEOxI93VQxt0qoqcqPJi13.jpg,"[{'id': 8583, 'logo_path': None, 'name': 'Minds Eye Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2003-04-04,0.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,One Last Dance,0.0,5.9,42.0,PG-13
tt0159365,0.0,/77KcJl2P9orpuRtDDh0exo6XkRY.jpg,,79000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,2289.0,en,Cold Mountain,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",16.832,/32MsALfK6shuSopCrFjSNoxDc5p.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}, {'id': 2570, 'logo_path': None, 'name': 'Bona Fide Productions', 'origin_country': 'US'}, {'id': 1370, 'logo_path': '/uch218gB4XWNz3JNhlc65A5Q207.png', 'name': 'Castel Film', 'origin_country': 'RO'}, {'id': 10102, 'logo_path': '/b0g4aEM39p0PwbIiaU1Cg3ZZUAq.png', 'name': 'Cattleya', 'origin_country': 'IT'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2003-12-24,173013509.0,154.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,0.0,6.9,1423.0,R
tt0160870,0.0,,,0.0,[],,460965.0,en,Silent Scream Play,"A sexy blond hairdresser from the mid-west inherits her father's Beverly Hills apartment complex along with a creepy gardener and a slew of murders. Things get complicated when the detective on the case falls for her. Slashes, gashes, sex and surprises abound in the murder mystery.",0.6000000000000001,/50VAwlsHRCA0sB5VqFpPes9Gp9R.jpg,[],[],2003-12-24,0.0,80.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Silent Scream Play,0.0,0.0,0.0,
