imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
tt0120807,0.0,,,0.0,[],,164074.0,es,Ricochet River,"High school seniors Wade (Jason James Richter) and Lorna (Kate Hudson) have spent all their lives in the small logging town of Calamus Grove, a conservative place where change comes slowly. Jesse Howl (Douglas Spain), a teenager of Native American ancestry, has just moved to Calamus Grove, and soon finds he doesn't fit in this close-knit community. Wade and Lorna go out of their way to befriend Jesse, and soon find that they're also regarded as outcasts among their peers. Eager to get away from the narrow minds which are stifling them, the three friends grab a car and take off for a summer road trip that turns out to be full of lessons in life and love.",0.84,/lpjCbXxMIrZjQA1V1rKMQDfwUhV.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-23,0.0,112.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Ricochet River,0.0,10.0,1.0,
tt0120824,0.0,/gnyGSoVKOIz1BR34lIBuuTq0Znl.jpg,,38000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,6440.0,en,The Shipping News,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,10.498,/6upEibGBdKmFNeFRfJk8t5zkcOD.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-18,24690441.0,111.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You'll never guess what you'll find inside...,The Shipping News,0.0,6.4,294.0,R
tt0123581,0.0,,,0.0,[],,252682.0,en,Burning Down the House,"A down-on-his-luck film director sets fire to his home so he can collect the insurance money and fund his new movie. But crime apparently does pay, because once the rumor mill gets wind of his plans, everyone suddenly wants a slice of his new project's pie.",1.002,,[],[],2001-02-07,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Burning Down the House,0.0,10.0,1.0,
tt0124889,0.0,,,0.0,[],,291638.0,en,Sticks,"Brett Mayer -  -  Lillo Brancato, Justina Machado, Keith Brunsmann",0.6000000000000001,,[],[],2001-01-01,0.0,,[],Released,,Sticks,0.0,0.0,0.0,
tt0125022,0.0,/yYiMzRG3ADDTrPV7PFQkO0H4bY5.jpg,,35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",,10833.0,en,Heartbreakers,"Max and Page are a brilliant mother/daughter con team who have their grift down to a fine science. Max targets wealthy, willing men and marries them. Page then seduces them, and Max catches her husband in the act. Then it's off to palimony city and the next easy mark.",15.939,/bwvec0gRMSpLakcPuxe0RWScNv3.jpg,"[{'id': 1302, 'logo_path': '/kQZtJdyphCmq292iGDqlUx0yk2D.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/aOWKh4gkNrfFZ3Ep7n0ckPhoGb5.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-03-23,57756408.0,123.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Caution: Dangerous Curves Ahead,Heartbreakers,0.0,6.0,719.0,PG-13
tt0126029,0.0,/2l5UHZBcp9cx1PwKLdisJ0gV9jB.jpg,"{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/qNHZMe92A7Pyl46qUH29hVOtbSK.jpg', 'backdrop_path': '/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg'}",60000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",http://www.dreamworksanimation.com/shrek/,808.0,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",152.451,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,"[{'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 520, 'logo_path': '/pU7YTI9FfrICurXpl5V9TfCO0oJ.png', 'name': 'Pacific Data Images', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-18,487853320.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest fairy tale never told.,Shrek,0.0,7.7,13826.0,PG
tt0126899,0.0,,,150000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,30030.0,en,Eyes Are Upon You,"A pair of down on their luck friends in debt to the mob, find that a demented mafia hitman is the least of their worries when they attempted to rob a mysterious newcomer to their town in this sexy tale of terror.",0.6000000000000001,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-01,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Eyes Are Upon You,0.0,1.0,1.0,
tt0128165,0.0,,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",,293856.0,en,Blazin',The daughter of a druglord and the son of the chief of police fall in love in this Romeo &amp; Juliet-esque street drama.,0.6000000000000001,/erm7Bl32aJ4THgRWsM9QyIoYL07.jpg,"[{'id': 88702, 'logo_path': None, 'name': 'Utopian Pictures', 'origin_country': ''}, {'id': 88701, 'logo_path': None, 'name': 'Global Star Productions', 'origin_country': ''}, {'id': 88703, 'logo_path': None, 'name': 'Miranda Movies', 'origin_country': ''}, {'id': 88704, 'logo_path': None, 'name': 'Street Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-03,0.0,,[],Released,,Blazin',0.0,4.0,1.0,
tt0132078,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",http://www.deadbymonday.com/,248745.0,en,Dead by Monday,"Dead by Monday is a darkly comic tale of love and death... but not necessarily in that order. Julie is a sweet, vulnerable young woman who lacks confidence and is obsessed with the memory of her dead husband whom she idealizes. Alex is an angry writer. Talented but unable to repeat the success of his first novel, he has nothing left to say. Or live for. He just wants to die. Fate introduces these two lost souls at the edge of a cliff. While picking flowers Julie accidentally falls off. Alex, who has come to blow his brains out, is interrupted by her cry for help, just before he pulls the trigger.",0.6000000000000001,,"[{'id': 19321, 'logo_path': None, 'name': 'Snow Line Pictures', 'origin_country': ''}, {'id': 45, 'logo_path': '/tUkNOAjyTt9D56DUeQfmmAFvwYQ.png', 'name': 'Road Movies', 'origin_country': 'DE'}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2001-08-04,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Dead by Monday,0.0,6.0,1.0,PG-13
tt0132245,0.0,/w4Jvkb6BQGvQ3K3aECMsy6bZln3.jpg,,94000000.0,"[{'id': 28, 'name': 'Action'}]",,10477.0,en,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",18.191,/2aN2BBAbRyfEpfxZAQY82T8zWRq.jpg,"[{'id': 54502, 'logo_path': None, 'name': ""Mel's Cite du Cinema"", 'origin_country': ''}, {'id': 1171, 'logo_path': None, 'name': 'Epsilon Motion Pictures', 'origin_country': 'CH'}, {'id': 1403, 'logo_path': None, 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 10107, 'logo_path': None, 'name': 'Trackform Film Productions', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-27,54744738.0,116.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Get ready for the race of your life.,Driven,0.0,5.2,564.0,PG-13
tt0133063,0.0,,,0.0,[],,528728.0,en,Lightmaker,A musician visits the underworld to free a woman.,0.805,,[],[],2001-02-02,0.0,73.0,[],Released,,Lightmaker,0.0,0.0,0.0,
tt0133152,0.0,/rF0Y0fYVsNFEvGve8Nq0Ij9EDCM.jpg,,100000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://www.planetoftheapes.com/films/planet-of-the-apes,869.0,en,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",37.163,/2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg,"[{'id': 8601, 'logo_path': None, 'name': 'Tim Burton Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 80, 'logo_path': None, 'name': 'The Zanuck Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-25,362211740.0,119.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You'll be sorry you were ever born human.,Planet of the Apes,0.0,5.7,3275.0,PG-13
tt0139654,0.0,/zva0iqlNNYWILW50BC0SabF0jM.jpg,"{'id': 945477, 'name': 'Training Day Collection', 'poster_path': None, 'backdrop_path': None}",45000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,2034.0,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",32.098,/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,"[{'id': 24939, 'logo_path': None, 'name': 'WV Films II', 'origin_country': ''}, {'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 172, 'logo_path': None, 'name': 'NPV Entertainment', 'origin_country': 'US'}, {'id': 19507, 'logo_path': None, 'name': 'Outlaw Productions (I)', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-05,104876233.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",Training Day,0.0,7.5,4663.0,R
tt0141120,0.0,/nMtgKt70fxrjxiN17VdXAzylanu.jpg,,0.0,"[{'id': 28, 'name': 'Action'}]",,112797.0,en,The Ghost,A feared Chinese Tong soldier goes undercover in America as an Asian Internet bride.,1.786,/joB3lcrz41W0VZwlLxROsOjtfOG.jpg,[],[],2001-01-01,0.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Ghost,0.0,2.0,4.0,
tt0141907,0.0,/l1VJVGohlSDSQr85hZNlZjMlb6L.jpg,,90000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,24113.0,en,Town & Country,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps, some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.",4.333,/mgrWybODOer6D8kYg3UgX3GstyI.jpg,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]",[],2001-04-27,10372291.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There's no such thing as a small affair.,Town & Country,0.0,4.5,49.0,R
tt0146316,0.0,/7LBuclUvmdT5HjsJDQIp5dxMVMS.jpg,"{'id': 2467, 'name': 'Tomb Raider Collection', 'poster_path': '/sgaP4WtVlKzz8FIcjbkevOycJiq.jpg', 'backdrop_path': '/aJQsaYuDvawCyXgjq8JepPI4tz.jpg'}",115000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,1995.0,en,Lara Croft: Tomb Raider,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",25.955,/sJpl1EfHGZhbKtZ3fWTlwrpM1tH.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 657, 'logo_path': None, 'name': 'Toho-Towa', 'origin_country': ''}, {'id': 762, 'logo_path': None, 'name': 'Mutual Film Company', 'origin_country': ''}, {'id': 840, 'logo_path': None, 'name': 'Lawrence Gordon Productions', 'origin_country': ''}, {'id': 4650, 'logo_path': None, 'name': 'Marubeni', 'origin_country': ''}, {'id': 19105, 'logo_path': '/pJCF2BKGwpeEslaOC61vywdFpAe.png', 'name': 'Eidos Interactive', 'origin_country': 'GB'}, {'id': 288, 'logo_path': '/wdmwQuV4R1MIr8A78izZkC184uC.png', 'name': 'BBC Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-11,274703340.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Born into Wealth. Groomed by the Elite. Trained for Combat.,Lara Croft: Tomb Raider,0.0,5.9,5210.0,PG-13
tt0148415,0.0,,,0.0,"[{'id': 14, 'name': 'Fantasy'}]",,417867.0,en,Little Shop of Erotica,"Marilyn (Marilyn Chambers) opens a lingerie store in a small town but faces opposition from stuffy townspeople. That is, until she finds an ancient Druid book of spells.",1.931,/fhZxr3gJZ7Px5i8naMOL1mnbgdy.jpg,[],[],2001-08-25,0.0,87.0,[],Released,,Little Shop of Erotica,0.0,3.5,2.0,
tt0150021,0.0,/5O57Up7qcSoi6LgI3uxa0J2BsgC.jpg,,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,56085.0,en,Camouflage,"Marty Mackenzie is an unsuccessful stage actor who takes an interest in private investigating. He takes a job working with Jack Potter, a crusty private eye. They both take a case in Beaver Ridge, a seedy small town where a murder is being planned against a rich gravel pit owner. Marty realizes that private investigating is not as it seemed to be.",6.444,/zSBnEHETo6qg1qHpq4Ep7xiJYJs.jpg,"[{'id': 2016, 'logo_path': None, 'name': 'Interlight', 'origin_country': ''}, {'id': 114591, 'logo_path': None, 'name': 'Camouflage Productions Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-09,0.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Camouflage,0.0,4.0,40.0,R
tt0152083,0.0,/6vnrm0VrOo4cI4WtZ10h1tAyROb.jpg,,0.0,[],,502928.0,it,L'amore probabilmente,,1.461,/aeOlYspPO6X5cXjyAwNU3X6Q1Is.jpg,[],[],2001-08-30,0.0,0.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Probably Love,0.0,0.0,0.0,
tt0153533,0.0,,,0.0,"[{'id': 27, 'name': 'Horror'}]",,30045.0,en,Victoria's Shadow,"A young woman named Victoria is bitten by a vampire and is entombed in a mausoleum by her husband. 120 years later, her tomb is disturbed by two hoodlums. She then awakens and goes on a murderous rampage.",1.371,/mbzFUK1gGlDoFGSf4SbWFhuve6p.jpg,[],[],2001-03-01,0.0,80.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Victoria's Shadow,0.0,0.5,1.0,
tt0157007,0.0,,,1400000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,154105.0,en,After Image,"The story of a clairvoyant who falls in love with a crime photographer. Soon, both become involved in the search for a pathological murderer.",0.747,/wVuUaXvZMvxGytsKYWO6WA3P7fk.jpg,[],[],2001-01-23,0.0,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,After Image,0.0,2.8,4.0,
